1.359,127.5961
-3.299,102.8572
1.316,97.3949
2.040,99.1013
-1.826,124.7741
-1.610,103.6131
-0.137,112.8106
-7.472,112.6675
-6.884,107.5413
-2.721,107.7636
3.105,98.265
-4.097,136.439
-8.184,113.668
-0.554,100.215
-7.823,112.190
2.817,99.634
-3.001,120.198
-6.772,110.879
-0.625,100.123
-8.223,114.951
-8.297,115.354
-1.640,101.889
5.154,96.195
-7.615,108.498
4.232,98.002
-5.147,119.432
-3.266,101.980
-1.386,119.881
-1.845,125.343
-3.648,119.557
-2.918,119.325
-7.871,113.477
-1.717,115.946
-0.353,109.473
-2.609,104.752
-7.038,112.913
-4.901,122.627
1.362,109.283
-7.501,107.763
-7.651,108.142
-3.345,140.762
-1.935,119.510
-4.000,138.799
-0.876,131.255
-5.113,105.688
-3.341,119.139
-8.694,116.277
0.724,124.319
-8.581,115.177
3.955,97.351
-7.776,113.203
-6.202,106.652
-3.773,120.020
3.327,117.578
1.069,109.663
-1.746,136.170
0.969,121.354
1.440,125.121
1.130,104.052
-10.177,123.60
-7.005,110.438
-7.848,112.017
-3.728,102.897
-6.923,110.664
4.454,96.152
-7.126,112.333
-7.483,109.140
-1.569,110.521
-8.346,115.520
-8.676,121.719
-7.370,108.534
-1.765,132.157
-3.856,104.752
-1.297,132.315
-1.874,105.92
-3.785,139.446
-7.105,113.525
-9.487,119.696
-4.525,105.079
-5.333,104.985
-0.922,110.04
-6.175,106.865
-1.852,111.284
1.041,100.439
-9.996,123.885
4.124,96.493
3.551,117.079
-1.708,103.081
-3.727,126.695
-1.112,101.615
0.543,123.056
-7.332,108.349
-3.456,105.219
2.365,128.408
3.595,98.672
2.358,97.872
2.997,107.775
1.280,97.614
-0.729,135.638
-8.095,112.160
-2.862,119.835
-8.292,124.552
-5.217,120.112
-7.783,139.041
-8.679,120.389
-4.521,103.266
-0.494,117.143
-7.643,111.356
-2.400,106.205
0.146,101.161
-0.900,119.878
-8.675,121.308
-4.227,121.901
-6.564,107.432
-1.905,133.329
2.644,96.025
-7.470,112.440
2.350,99.278
-5.292,104.123
-3.864,137.606
-8.373,116.277
0.442,128.358
-4.496,104.565
-6.247,107.148
-0.958,115.094
1.666,101.400
-8.536,118.346
-7.479,110.217
-6.551,106.629
-7.305,109.425
2.867,98.2651
2.627,98.7922
-6.748,105.688
5.892,95.323
-7.274,110.082
-2.916,115.046
-7.657,110.664
-3.711,104.007
5.074,95.94
2.966,99.798
0.771,127.369
-7.696,109.998
-7.648,110.855
-9.980,120.343
-8.646,116.112
-4.004,105.313
-3.32,114.999
-7.430,110.283
-3.330,126.695
-3.071,114.666
-7.469,112.435
-7.176,110.473
-0.423,119.835
-6.832,107.953
-4.317,105.505
-3.655,128.190
0.943,116.985
5.181,97.141
-7.826,110.164
-0.026,109.342
-8.091,111.964
0.581,120.803
-6.808,111.426
0.423,109.759
-6.002,106.011
1.322,124.840
-7.051,109.616
1.216,124.818
-7.883,112.533
-4.324,103.035
-8.459,115.046
5.108,96.663
-0.220,100.170
-4.494,139.528
0.146,102.254
-9.153,124.906
1.312,128.485
0.708,97.828
-2.442,115.189
-6.917,107.619
0.507,101.447
-0.684,100.732
-7.040,113.234
2.904,116.985
-3.029,118.903
-0.700,111.666
-2.492,119.325
-3.003,115.946
1.474,124.841
4.978,97.222
-3.457,114.810
3.613,98.502
0.674,127.404
-5.054,119.696
1.879,100.170
-3.454,102.667
3.420,98.704
2.513,98.221
3.308,97.698
-4.351,119.927
-6.959,108.902
-3.318,114.594
-2.544,103.728
-3.800,103.358
-3.075,119.742
0.811,101.798
1.413,101.615
-5.562,105.544
-2.626,111.236
-3.792,102.260
-8.676,122.129
-7.631,111.53
-6.582,110.678
-8.577,116.100
-2.976,104.775
-5.057,138.398
-8.743,120.987
-4.136,123.123
-5.389,122.559
0.907,123.265
-6.895,112.029
-5.309,122.988
0.833,113.001
0.920,102.667
-4.744,120.066
-1.252,113.572
1.646,100.8
-2.506,111.761
-2.987,139.854
3.073,116.041
-6.597,106.80
-2.323,102.713
-4.049,102.713
0.906,108.987
-7.532,131.361
-6.879,109.125
5.548,95.323
-7.379,109.616
-2.175,101.980
0.918,104.466
-5.493,105.079
-0.229,100.630
-2.685,113.953
-3.509,135.752
2.045,117.3616
-3.421,104.243
-6.889,109.674
-1.811,114.331
-7.609,111.618
-0.075,104.635
-0.405,115.852
-7.865,111.469
-1.291,116.513
-0.736,102.254
-8.094,113.144
-5.507,122.596
-1.415,101.252
-3.305,120.251
-5.650,123.890
-7.575,110.824
-2.533,137.763
-9.654,119.394
-8.727,115.544
0.565,123.348
-3.095,103.081
-1.631,121.354
-8.668,120.066
3.865,98.308
4.081,116.608
-0.956,122.627
-7.026,110.187
-6.760,139.691
-6.925,113.906
1.094,124.464
-8.464,118.744
-1.155,133.7142
-3.971,138.31
3.105,105.653
0.220,100.170
-0.133,116.608
-7.317,111.761
-1.552,103.821
-7.257,112.752
-3.938,122.083
-8.471,123.482
-8.242,112.715
-3.127,128.400
-1.864,115.568
-5.432,120.205
1.532,124.994
-1.091,130.877
-6.732,108.552
-7.461,111.332
-4.455,137.136
1.507,127.893
-1.722,100.890
-8.435,118.626
-7.430,111.009
-1.102,103.821
-8.313,122.966
2.346,99.812
-1.105,103.081
-8.030,110.616
0.961,114.714
-6.564,106.252
2.517,109.051
0.687,124.064
-4.702,123.033
-0.466,100.398
-4.805,119.557
-4.559,140.513
-2.122,112.810
-4.202,122.446
-5.74,140.348
-4.406,138.239
-2.867,108.142
-3.446,137.842
-5.302,104.565
-6.337,108.325
0.701,122.265
-7.330,110.504
-3.380,122.083
-8.182,111.618
-7.919,110.378
-5.751,132.727
-2.374,138.319
-4.668,104.007
-1.510,127.723
-5.397,105.266
-1.646,120.435
-1.840,105.500
-1.038,135.980
-5.416,119.486
-4.009,119.629
-3.423,130.227
-5.612,106.61
-5.516,120.020
-8.670,115.212
-6.110,106.164
2.7121,97.915
-8.513,116.56
-0.136,114.334
-7.788,114.191
-3.787,136.362
-0.479,100.574
2.344,100.170
1.027,124.729
3.632,125.500
-0.99,133.019
-1.426,98.924
0.569,122.808
-10.736,123.139
-6.689,108.475
